row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target_name,description_of_target
TRINITY_DN1020130_c0_g1,1.235930917,4.041905183,4.840256313,0.835060154,0.40368384,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1020611_c0_g1,1.321156112,-3.502252248,4.818264936,-0.726870003,0.467305595,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1021140_c0_g1,4.226105048,-5.175471155,3.691400473,-1.402034591,0.160904917,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1022422_c0_g1,0.883910149,-2.913987774,4.835047441,-0.602680286,0.546721399,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10232_c0_g1,10.58615623,-2.545613411,3.038559606,-0.837769779,0.402160015,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10232_c0_g2,23.98357571,-1.255849389,2.599724082,-0.48307026,0.62904585,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10232_c0_g3,5.240357861,-2.214216637,3.232977146,-0.684884717,0.493416671,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10232_c3_g2,8.176168882,-6.127597529,4.005546164,-1.529778282,0.126071619,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10234_c0_g1,18.65724893,3.466185955,2.725635193,1.271698415,0.203480294,NA,Hsp90 protein,Heat shock protein
TRINITY_DN10236_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102409_c0_g1,5.368032065,2.352801325,3.219994844,0.730684811,0.464971695,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1024954_c0_g1,1.613404092,1.700343521,4.322356899,0.393383416,0.694036317,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102524_c0_g1,1.235930917,4.041905183,4.840256313,0.835060154,0.40368384,NA,Universal stress protein family,Stress
TRINITY_DN10259_c0_g1,56.51971833,-0.94471018,2.502188019,-0.377553634,0.705762214,0.996831616,Hsp70 protein,Heat shock protein
TRINITY_DN10259_c0_g2,32.26904801,-1.554638357,2.622828847,-0.592733437,0.55335956,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10259_c2_g1,19.92130049,8.050377888,3.883455985,2.07299321,0.038172911,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102645_c0_g1,2.780844563,5.210980198,4.370856802,1.192210231,0.233178823,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10270_c0_g1,1.306314786,4.118001705,4.83741932,0.8512807,0.394613443,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102708_c0_g1,1.288718819,4.099189957,4.545853216,0.901742701,0.367193564,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN102790_c0_g1,8.625529751,-0.513406486,2.786281628,-0.184262237,0.853807737,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN102901_c1_g1,3.707792751,5.625814637,4.220079335,1.333106369,0.1824969,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102901_c2_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102918_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10292_c0_g1,19.2681431,8.002277419,3.885099705,2.059735406,0.039423843,NA,Hsp90 protein,Heat shock protein
TRINITY_DN10292_c0_g2,30.74092843,1.848441749,2.644298389,0.699029186,0.484533792,NA,Hsp90 protein,Heat shock protein
TRINITY_DN10292_c0_g3,41.000857,-0.335023802,2.609890722,-0.128366984,0.897858558,NA,Hsp90 protein,Heat shock protein
TRINITY_DN10292_c0_g5,43.4305645,-0.940542063,2.585242696,-0.363811902,0.715998474,NA,Hsp90 protein,Heat shock protein
TRINITY_DN10292_c0_g6,52.60190746,1.628605602,2.504465386,0.650280739,0.515510896,0.891274863,Hsp90 protein,Heat shock protein
TRINITY_DN10292_c1_g1,15.09782032,-1.531293365,2.675916729,-0.572250006,0.567152614,NA,Hsp90 protein,Heat shock protein
TRINITY_DN10292_c4_g1,6.891412581,-0.834945133,3.608362901,-0.231391674,0.817010533,NA,Hsp90 protein,Heat shock protein
TRINITY_DN10292_c7_g1,12.83432135,-0.094914791,3.540541311,-0.026807989,0.978612882,NA,Hsp90 protein,Heat shock protein
TRINITY_DN102921_c0_g1,4.671836633,0.720141299,3.310264144,0.217547986,0.827781315,NA,Hsp70 protein,Heat shock protein
TRINITY_DN103004_c0_g1,5.584211222,-5.577367888,3.615577098,-1.542594097,0.122929291,NA,Hsp70 protein,Heat shock protein
TRINITY_DN103027_c0_g2,3.273003887,-4.809349777,3.84619783,-1.250416643,0.211147388,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN103178_c0_g1,5.318266531,-2.918559189,3.268749552,-0.892867178,0.371928306,NA,Hsp70 protein,Heat shock protein
TRINITY_DN103194_c0_g2,19.15692921,7.994348427,3.882197129,2.059232996,0.039471924,NA,13-beta-glucan synthase component,13-beta-glucan synthase
TRINITY_DN1032215_c0_g1,1.325865224,-3.50056769,4.818303954,-0.7265145,0.467523421,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10324_c2_g1,23.68444267,-2.897959578,2.675347858,-1.083208514,0.278715881,NA,Hsp70 protein,Heat shock protein
TRINITY_DN103486_c0_g1,4.856947025,0.419609188,3.678076924,0.114083853,0.909171322,NA,Hsp90 protein,Heat shock protein
TRINITY_DN10353_c0_g1,14.36353993,-6.940841539,3.931432757,-1.765473803,0.077484169,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10353_c0_g2,7.071281195,-5.918031841,4.035152979,-1.466618954,0.142479741,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1035327_c0_g1,3.177807129,5.402380328,3.817278881,1.415243815,0.156997022,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10362_c0_g1,16.79198446,-2.508631306,2.663151604,-0.941978407,0.346203695,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10363_c0_g2,7.538706562,4.025047477,3.178559498,1.266311824,0.205401465,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10363_c2_g1,0.617965459,3.043688709,4.89500922,0.621794275,0.534077151,NA,Hsp70 protein,Heat shock protein
TRINITY_DN103671_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1037923_c0_g1,0.653157393,3.116325785,4.88965295,0.637330669,0.523909478,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1038580_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN103865_c0_g1,9.269481878,6.947259885,3.955343404,1.75642395,0.079016046,NA,Hsp90 protein,Heat shock protein
TRINITY_DN10398_c0_g2,4.245523055,5.819493774,4.165587081,1.39704048,0.162401399,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1040129_c0_g1,4.760924742,0.890048805,3.283219378,0.271090263,0.78632161,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1043256_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104442_c0_g1,4.48605103,0.92933269,3.713259779,0.250274084,0.802375397,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10449_c0_g1,54.09970615,-0.062317999,2.506088225,-0.024866642,0.980161335,0.997772656,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1045248_c0_g1,1.988797836,-4.086431485,4.622112065,-0.884104805,0.37663964,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104530_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1046671_c0_g1,1.321156112,-3.502252248,4.818264936,-0.726870003,0.467305595,NA,RNA helicase NPH-II,RNA helicase
TRINITY_DN10476_c0_g2,9.753583735,-0.211909047,2.723733735,-0.077800941,0.937986398,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10478_c0_g1,18.56211314,-7.310893668,3.913735766,-1.868009009,0.061760815,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1048715_c0_g1,0.75494635,-2.697330352,4.843146648,-0.556937575,0.577570081,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1049659_c0_g1,0,NA,NA,NA,NA,NA,13-beta-glucan synthase subunit FKS1 domain-1,13-beta-glucan synthase
TRINITY_DN1050123_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN105079_c0_g1,9.435590265,6.972032102,3.552567713,1.962533206,0.049700439,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN105185_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10523_c0_g1,10.69159674,-2.93101174,3.037293057,-0.965007882,0.334540864,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10523_c0_g2,0.441955075,-1.909348885,4.885125482,-0.390849507,0.695908479,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1052352_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10541_c0_g2,2.577437638,5.099550133,3.962217831,1.287044365,0.198078825,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10541_c4_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10572_c1_g1,1.104887687,-3.23688055,4.82500432,-0.670855472,0.502312605,NA,Putative stress-induced transcription regulator,Stress
TRINITY_DN105724_c0_g1,0,NA,NA,NA,NA,NA,Putative stress-induced transcription regulator,Stress
TRINITY_DN105753_c0_g1,4.32961644,-1.318412341,3.736774265,-0.352820975,0.724222658,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN105791_c0_g1,1.634847953,-2.068517502,4.402043763,-0.46989935,0.638426929,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10590_c0_g1,102.4572219,1.205900419,2.570496799,0.469131267,0.638975811,0.98378617,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1059344_c0_g1,0.617965459,3.043688709,4.89500922,0.621794275,0.534077151,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1060154_c0_g1,1.546842761,-3.723430076,4.813515627,-0.773536509,0.43920493,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN106027_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN106065_c0_g1,1.750384983,-0.874142731,4.251950297,-0.2055863,0.83711408,NA,Hsp70 protein,Heat shock protein
TRINITY_DN106162_c0_g1,3.689506554,-0.989172196,3.785325065,-0.261317636,0.793847568,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN106223_c0_g1,8.9611831,-1.050540899,3.239211857,-0.32431991,0.745695847,NA,Hsp70 protein,Heat shock protein
TRINITY_DN106330_c0_g1,1.235930917,4.041905183,4.840256313,0.835060154,0.40368384,NA,Hsp70 protein,Heat shock protein
TRINITY_DN106414_c0_g1,3.074135085,-0.435376137,3.874994098,-0.112355303,0.910541694,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN106482_c0_g2,2.780844563,5.210980198,4.370856802,1.192210231,0.233178823,NA,Hsp70 protein,Heat shock protein
TRINITY_DN106639_c0_g1,4.59360666,-0.447799478,3.37095781,-0.132840428,0.894319581,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1066922_c0_g1,1.959472179,4.703442097,4.620635707,1.017920995,0.308715503,NA,Hsp70 protein,Heat shock protein
TRINITY_DN106792_c0_g1,4.441144924,-0.475856841,3.321523004,-0.143264653,0.88608117,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN106968_c1_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN106968_c4_g1,40.81321193,2.869205961,3.200639021,0.896447847,0.370013622,NA,Hsp70 protein,Heat shock protein
TRINITY_DN107201_c0_g1,3.28242211,-4.80984397,3.902125226,-1.232621634,0.217716962,NA,Hsp70 protein,Heat shock protein
TRINITY_DN107214_c0_g1,7.480973053,-4.508573086,3.737387911,-1.206343359,0.227685126,NA,Universal stress protein family,Stress
TRINITY_DN107293_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN107416_c0_g2,70.21441976,9.867951761,3.879011306,2.543934777,0.010961155,0.075616514,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN107595_c0_g1,7.427460824,-0.002664308,3.1392998,-0.000848695,0.999322839,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN107595_c2_g1,14.50983974,1.240572517,3.096895666,0.400585829,0.688725081,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN107717_c0_g1,27.77028769,3.407347082,2.857620694,1.192372063,0.23311539,NA,Hsp70 protein,Heat shock protein
TRINITY_DN107730_c0_g1,2.453575637,-4.394110204,4.460863735,-0.985035739,0.324606516,NA,Hsp70 protein,Heat shock protein
TRINITY_DN107735_c0_g1,2.542245703,5.080444927,3.947566227,1.286981556,0.198100717,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN107762_c0_g1,10.49760057,2.75112874,3.209339543,0.857225826,0.391320092,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1079020_c0_g1,29.39208269,8.611550479,3.87176674,2.22419145,0.026135566,NA,Hsp70 protein,Heat shock protein
TRINITY_DN107932_c0_g1,8.079721308,0.961487821,2.760008264,0.34836411,0.727566753,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1080_c0_g1,523.1755738,-0.107091129,2.67667965,-0.040008945,0.968085995,0.996831616,Hsp70 protein,Heat shock protein
TRINITY_DN1080_c0_g2,1.492100389,2.565387963,4.045741577,0.634095855,0.526018268,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1080_c3_g1,143.6005467,0.647462065,2.526027867,0.25631628,0.797706628,0.996831616,Hsp70 protein,Heat shock protein
TRINITY_DN108162_c0_g1,89.10089111,1.697872933,2.751323464,0.617111349,0.537161284,0.912295836,Hsp70 protein,Heat shock protein
TRINITY_DN108162_c1_g1,6.513977964,6.437276552,3.666482778,1.755708929,0.079138121,NA,Hsp70 protein,Heat shock protein
TRINITY_DN108162_c2_g1,7.184731324,6.578767191,4.007267458,1.641709035,0.100650318,NA,Hsp70 protein,Heat shock protein
TRINITY_DN108256_c0_g1,3.31466306,-4.8241224,4.29607334,-1.122914349,0.261473873,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1082793_c0_g1,3.844773642,2.025525089,3.760773915,0.538592623,0.590167979,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10836_c0_g1,5.462196616,-0.938801051,2.902618729,-0.323432438,0.746367767,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10836_c0_g2,2.237307212,-4.258861342,4.017001386,-1.060209079,0.289049491,NA,Hsp70 protein,Heat shock protein
TRINITY_DN108364_c0_g2,27.63436436,3.69284946,3.482404736,1.060430863,0.288948628,NA,Trehalose-phosphatase,Trehalose
TRINITY_DN108539_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1086458_c0_g1,0.188736587,-0.772872128,4.991752969,-0.154829803,0.876955495,NA,13-beta-glucan synthase component,13-beta-glucan synthase
TRINITY_DN1086802_c0_g1,1.306314786,4.118001705,4.83741932,0.8512807,0.394613443,NA,Universal stress protein family,Stress
TRINITY_DN10874_c0_g1,4.668210438,0.556789443,3.6894474,0.150914048,0.880043518,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10875_c1_g1,2.297780565,-2.654280373,4.163746315,-0.637474085,0.523816085,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1087877_c0_g1,2.950937958,-1.045041577,3.559455524,-0.293595908,0.769066703,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN108810_c0_g1,4.802854508,2.155370697,3.692897039,0.583653071,0.559453747,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1088801_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1088810_c0_g1,2.471861834,5.041144017,4.446194264,1.133811012,0.256873831,NA,Universal stress protein family,Stress
TRINITY_DN1089_c0_g1,1.288718819,4.099189957,4.545853216,0.901742701,0.367193564,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1089053_c0_g1,0.883910149,-2.913987774,4.835047441,-0.602680286,0.546721399,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10900_c0_g1,36.44089733,-0.371850017,2.595680174,-0.143257255,0.886087013,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN109027_c1_g2,4.572101752,5.926454684,4.138155796,1.432148758,0.152101253,NA,Hsp70 protein,Heat shock protein
TRINITY_DN109075_c0_g1,6.752576824,6.489488871,3.54161795,1.832351474,0.066899073,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1090902_c0_g1,0,NA,NA,NA,NA,NA,Stress up-regulated Nod 19,Stress
TRINITY_DN10914_c0_g1,5.745415971,-5.618289228,4.087236742,-1.374593542,0.169257492,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1091613_c0_g1,0.653157393,3.116325785,4.88965295,0.637330669,0.523909478,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1092209_c0_g1,9.943989181,-6.410129879,3.973188196,-1.613346653,0.106669216,NA,Stress responsive A/B Barrel Domain,Stress
TRINITY_DN1093_c1_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1093322_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1093595_c0_g1,2.529555191,-0.058402421,3.600155244,-0.016222195,0.987057129,NA,Stress responsive A/B Barrel Domain,Stress
TRINITY_DN1095299_c0_g1,5.870671856,6.28850479,4.054635476,1.550942083,0.120915564,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10954_c0_g1,10.02673501,-1.37983532,3.059688331,-0.450972508,0.652009364,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10955_c1_g1,5.837580024,-0.134570746,3.189594951,-0.042190544,0.966346801,NA,Hsp70 protein,Heat shock protein
TRINITY_DN109551_c0_g1,2.387839833,1.103072657,4.003784641,0.27550749,0.782926372,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1096366_c0_g1,3.436988633,-0.287690709,3.389921807,-0.084866474,0.932367546,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1097185_c0_g1,3.046789254,1.299893457,3.870796676,0.33582065,0.737006117,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1097489_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1098099_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1098289_c0_g1,4.01677548,5.741239222,4.185089968,1.371831733,0.170115826,NA,Universal stress protein family,Stress
TRINITY_DN1098328_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1098572_c0_g1,77.07257239,22.7120071,3.881490938,5.851361619,4.87564848398565e-09,5.6414852798761e-08,Hsp90 protein,Heat shock protein
TRINITY_DN1098601_c0_g1,42.12865185,9.130958974,3.870496846,2.359118051,0.018318427,NA,Hsp70 protein,Heat shock protein
TRINITY_DN109910_c0_g1,11.43098052,0.409521715,3.163911743,0.129435252,0.897013255,NA,Hsp90 protein,Heat shock protein
TRINITY_DN10992_c0_g1,39.47667397,-0.072366387,2.718451782,-0.026620442,0.978762469,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1100357_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN11007_c0_g1,8.367048813,0.938648104,2.760269743,0.340056658,0.733813861,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1101_c0_g1,83.50537949,-0.636610293,2.485990814,-0.256079101,0.797889759,0.996831616,Hsp70 protein,Heat shock protein
TRINITY_DN1101_c1_g1,71.02684169,-1.444377594,2.513362542,-0.574679367,0.565508165,0.922163882,Hsp70 protein,Heat shock protein
TRINITY_DN1101_c2_g2,1.801083118,2.882057787,3.894594299,0.740014894,0.459290957,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1101169_c0_g1,0.617965459,3.043688709,4.89500922,0.621794275,0.534077151,NA,Universal stress protein family,Stress
TRINITY_DN1102212_c0_g1,0.926948188,3.62748349,4.858590191,0.74661236,0.455297585,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1102512_c0_g1,7.837888717,6.704335423,3.988898981,1.680748361,0.092811803,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN110353_c0_g1,4.569408158,-0.966393948,3.25451974,-0.296939034,0.766513055,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1104094_c0_g1,5.915588299,2.130394792,3.193649893,0.667072116,0.50472607,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN11042_c0_g1,44.61220771,3.687407014,3.488984177,1.056871234,0.290570358,0.656643251,Hsp70 protein,Heat shock protein
TRINITY_DN11042_c0_g2,0.926948188,3.62748349,4.858590191,0.74661236,0.455297585,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1104577_c0_g1,8.630450225,0.213072683,3.234388753,0.065877264,0.947475542,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN110475_c0_g1,0.308982729,2.068327166,4.995459971,0.414041385,0.678843798,NA,Universal stress protein family,Stress
TRINITY_DN1104942_c0_g1,2.651730448,-4.501893299,4.419856987,-1.018560852,0.308411498,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN1105057_c0_g1,1.613404092,1.700343521,4.322356899,0.393383416,0.694036317,NA,Heat induced stress protein YflT domain,Stress
TRINITY_DN1105280_c0_g1,6.333370226,1.44466688,3.606346785,0.400590117,0.688721923,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN110529_c0_g2,2.074873913,3.108929068,4.208438427,0.738736974,0.46006673,NA,Hsp90 protein,Heat shock protein
TRINITY_DN110529_c0_g3,7.511310021,6.642917189,3.997644731,1.66170774,0.096571389,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1105367_c0_g1,1.293624274,-3.465662351,4.541253342,-0.763151071,0.445373305,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN110549_c0_g1,11.93399776,1.251264766,2.690026471,0.465149611,0.641824321,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN110549_c2_g2,0.617965459,3.043688709,4.89500922,0.621794275,0.534077151,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1105610_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
