row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target_name,description_of_target
TRINITY_DN1008000_c0_g1,3.563562194,-1.087831819,2.891993123,-0.376152976,0.706803172,NA,Hsp90 protein,Heat shock protein
TRINITY_DN10084_c0_g1,11.81697691,-2.620687885,2.716218958,-0.964829391,0.334630272,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1008723_c0_g1,0.300467732,-2.148967156,4.994336248,-0.430280832,0.666991369,NA,Universal stress protein family,Stress
TRINITY_DN100907_c1_g1,0.600935464,-3.110567615,4.89659505,-0.635251146,0.525264631,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1009580_c0_g1,5.201191602,1.569031312,3.394346822,0.462248378,0.643903214,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1009709_c0_g1,3.085430403,-0.707740748,2.880325547,-0.24571554,0.805902442,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1009919_c0_g1,1.688252101,-1.345173868,4.074353265,-0.330156415,0.741281778,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1010526_c0_g1,0,NA,NA,NA,NA,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN1010616_c0_g1,2.704209586,-5.276615269,4.100620964,-1.286784445,0.19816943,NA,Viral heat shock protein Hsp90 homologue,Heat shock protein
TRINITY_DN101074_c0_g1,9.785181243,6.408349635,3.601445834,1.779382484,0.075177076,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1011445_c0_g1,4.863811735,5.392522543,3.82526857,1.409710833,0.158625085,NA,Stress responsive A/B Barrel Domain,Stress
TRINITY_DN1011577_c0_g1,1.702334107,3.873540551,4.525346165,0.855965579,0.392016819,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1011805_c0_g1,4.715149393,0.982182931,2.669031549,0.367992252,0.712879011,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN101186_c0_g1,10.38250386,1.294624118,2.759905813,0.469082717,0.639010512,NA,Hsp70 protein,Heat shock protein
TRINITY_DN101186_c2_g1,1.871024041,0.884312368,3.997591458,0.221211291,0.824927918,NA,Hsp70 protein,Heat shock protein
TRINITY_DN101186_c3_g1,1.273230079,1.633903405,4.457607117,0.366542713,0.713960147,NA,Hsp70 protein,Heat shock protein
TRINITY_DN101207_c0_g1,2.918287041,4.653549263,4.085639509,1.139001435,0.254702556,NA,Hsp70 protein,Heat shock protein
TRINITY_DN101231_c1_g1,7.148761606,-0.346700938,2.9238936,-0.118575087,0.905612004,NA,Hsp70 protein,Heat shock protein
TRINITY_DN101231_c1_g2,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN101231_c4_g1,2.848878026,0.285832218,2.953939678,0.096763052,0.922914567,NA,Hsp70 protein,Heat shock protein
TRINITY_DN101269_c0_g2,4.463370459,0.511936326,2.769478541,0.184849356,0.853347194,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN101346_c0_g1,4.627084887,3.747660089,3.557094975,1.053573243,0.292078345,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN101346_c0_g2,1.201870927,-4.107763345,4.841106636,-0.848517427,0.396149872,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1013533_c0_g1,3.985238668,1.025762463,3.493426625,0.293626451,0.769043361,NA,Hsp70 protein,Heat shock protein
TRINITY_DN101355_c0_g1,1.429273162,3.638455096,4.23850015,0.858429861,0.390655145,NA,Hsp90 protein,Heat shock protein
TRINITY_DN101441_c0_g1,21.94616833,-2.658401823,2.281931927,-1.164978583,0.244027662,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1014901_c0_g1,1.215952934,3.386139698,4.819818605,0.702545049,0.482339318,NA,Universal stress protein family,Stress
TRINITY_DN1015477_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1015538_c0_g1,1.47087337,3.671881331,4.161476135,0.882350688,0.377587194,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1016715_c0_g1,4.430423199,-0.972850969,3.40404845,-0.285792339,0.775037176,NA,Universal stress protein family,Stress
TRINITY_DN10172_c0_g2,11.63333478,-1.995752554,2.890624938,-0.69042252,0.489928519,NA,Hsp70 protein,Heat shock protein
TRINITY_DN101730_c0_g1,1.037822253,3.181207482,4.825140007,0.659298482,0.509704117,NA,Hsp90 protein,Heat shock protein
TRINITY_DN101764_c0_g1,6.6102901,-6.565180293,3.677956276,-1.785007706,0.074260067,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10188_c0_g1,10.40190506,2.253001638,3.197007742,0.704721984,0.480983268,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1019691_c0_g1,0.98260666,-3.810348991,4.853916565,-0.785005045,0.432450611,NA,Hsp70 protein,Heat shock protein
TRINITY_DN101972_c0_g1,5.992442694,3.041747944,3.361645081,0.90483911,0.365550629,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10206_c1_g1,18.88851779,1.117540861,2.314482911,0.482846884,0.629204459,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1020797_c0_g1,2.767674562,0.371143476,3.254365899,0.11404479,0.909202288,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1022055_c0_g1,5.221556612,2.926579618,3.435949968,0.851752687,0.394351371,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10234_c0_g1,76.24768199,9.367289938,2.989170009,3.133742781,0.001725921,0.037147325,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1023644_c0_g1,4.134239975,5.157462814,3.894742735,1.324211422,0.185432839,NA,Universal stress protein family,Stress
TRINITY_DN102386_c0_g1,14.43745677,-0.324729212,2.352591954,-0.138030401,0.890216391,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN102386_c0_g2,2.663770171,-0.680718697,3.317207951,-0.205208328,0.837409363,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1024036_c0_g1,0.327535553,-2.211772924,4.989993849,-0.443241613,0.657590982,NA,Universal stress protein family,Stress
TRINITY_DN1024355_c0_g1,9.53112473,3.821608919,2.824869845,1.352844247,0.176105394,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1024426_c0_g1,1.802806391,-4.692146802,4.440505051,-1.056669624,0.290662393,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1024911_c0_g1,0,NA,NA,NA,NA,NA,Schlafen group 3 DNA/RNA helicase domain,RNA helicase
TRINITY_DN1025288_c0_g1,0.901403195,-3.693694852,4.859696391,-0.760066999,0.447214538,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1025768_c0_g1,64.30739965,-4.892157521,3.120655249,-1.56766997,0.116958173,0.376564593,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1025776_c0_g1,0.72957176,2.642086046,4.843282676,0.545515557,0.585398984,NA,RNA helicase UPF1 1B domain,RNA helicase
TRINITY_DN102585_c0_g1,6.325420374,0.214260753,3.030626777,0.070698495,0.943637718,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1026_c0_g1,5.096755988,2.886605192,2.991219474,0.96502621,0.334531684,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1026_c1_g1,4.685681054,5.339743391,3.369796494,1.584589277,0.113059683,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1026_c6_g1,56.40095213,6.422851622,3.182085892,2.018440683,0.043545386,0.22760957,Hsp70 protein,Heat shock protein
TRINITY_DN102601_c0_g1,9.956394631,0.481146852,2.450727622,0.196328163,0.844353319,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10261_c0_g1,15.73288749,4.533553119,3.235616629,1.401140382,0.161172098,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1026222_c0_g1,2.265505036,4.300641541,3.798904603,1.132074108,0.257603279,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10265_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN10265_c0_g3,0.72957176,2.642086046,4.843282676,0.545515557,0.585398984,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1026908_c0_g1,1.201870927,-4.107763345,4.841106636,-0.848517427,0.396149872,NA,13-beta-glucan synthase subunit FKS1 domain-1,13-beta-glucan synthase
TRINITY_DN1027910_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1029184_c0_g1,12.02314394,-1.134256013,2.458441346,-0.461372005,0.644531733,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1029198_c0_g1,0.243190587,0.985583326,4.959673665,0.19871939,0.842482255,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1029258_c0_g1,3.616102907,1.422596399,3.14567879,0.452238291,0.651097326,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102952_c0_g1,7.179648859,-1.009467586,3.253852427,-0.310237667,0.756380229,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN102956_c0_g1,1.583542124,-4.501767795,4.113469553,-1.094396771,0.273781,NA,Universal stress protein family,Stress
TRINITY_DN1029603_c0_g1,2.918287041,4.653549263,4.085639509,1.139001435,0.254702556,NA,Universal stress protein family,Stress
TRINITY_DN102964_c0_g1,10.34159311,0.319190024,2.479329182,0.128740478,0.897563005,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102976_c0_g1,0.98260666,-3.810348991,4.853916565,-0.785005045,0.432450611,NA,Viral heat shock protein Hsp90 homologue,Heat shock protein
TRINITY_DN1029783_c0_g1,3.244726403,-2.56134214,3.227949622,-0.793488883,0.427493044,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN102987_c0_g1,1.856942034,-4.733276165,3.961957093,-1.194681329,0.23221156,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102991_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN103022_c0_g1,7.548752502,2.743336538,3.306344921,0.829718799,0.40669779,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1030866_c0_g1,8.540541423,-3.691502759,2.811028987,-1.313221165,0.189108434,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1030947_c0_g1,0.243190587,0.985583326,4.959673665,0.19871939,0.842482255,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10314_c0_g1,7.061567288,-0.49800564,2.612834411,-0.190599771,0.84883917,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1031455_c0_g1,9.8396642,-1.326427659,2.5612932,-0.517874197,0.604546046,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN103168_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1031753_c0_g1,1.583542124,-4.501767795,4.113469553,-1.094396771,0.273781,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN1031763_c0_g1,2.103274123,-4.914351075,4.297242082,-1.143605825,0.252787145,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1031794_c0_g1,3.989169514,-1.598126465,3.134489193,-0.509852281,0.610154955,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN1032077_c0_g1,2.188715281,4.237242297,4.294490834,0.986669307,0.323804781,NA,Hsp90 protein,Heat shock protein
TRINITY_DN103212_c0_g1,4.377430561,5.240137689,3.869022643,1.354382792,0.175614285,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1032195_c0_g1,9.490669073,3.15972098,2.586708202,1.221522001,0.221888441,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1032623_c0_g1,0,NA,NA,NA,NA,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN1032875_c0_g1,1.482603219,3.692843209,4.646084981,0.794829028,0.426712963,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1035217_c0_g1,0,NA,NA,NA,NA,NA,Trehalose-phosphatase,Trehalose
TRINITY_DN1035257_c0_g1,6.852194148,-0.888868635,2.50519313,-0.354810423,0.722731619,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1035476_c0_g1,12.47502819,0.969749485,3.210919694,0.302016113,0.76263978,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN103554_c0_g1,4.233054272,-0.042721449,3.065372666,-0.013936788,0.988880412,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1036907_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1037367_c0_g1,0.655071107,-3.223689649,4.888250351,-0.659477199,0.509589383,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1038013_c0_g1,3.656606923,-3.978139431,3.234914173,-1.229751152,0.218790305,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1038034_c0_g1,8.535130234,6.205837551,3.1862299,1.947705516,0.05145021,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN103821_c0_g1,4.120157968,1.266023971,3.476863253,0.364128204,0.715762277,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN104_c1_g2,4.538904248,2.703532532,3.048210607,0.886924455,0.375119574,NA,Hsp90 protein,Heat shock protein
TRINITY_DN104_c1_g3,4.803330032,1.425762351,2.984242917,0.477763503,0.63281854,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1040281_c0_g1,24.75947375,7.74611211,3.509531417,2.207164202,0.02730259,0.164934497,Heat shock protein 9/12,Heat shock protein
TRINITY_DN1040993_c0_g1,1.14145228,-0.453298154,4.518221687,-0.100326674,0.920084982,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104119_c0_g1,1.96521332,-4.811691768,4.362704223,-1.102914963,0.270064095,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1042605_c0_g1,1.702334107,3.873540551,4.525346165,0.855965579,0.392016819,NA,Trehalose-phosphatase,Trehalose
TRINITY_DN1043073_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1043113_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104383_c0_g1,1.334342897,3.541296281,4.769406469,0.742502511,0.457782931,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104383_c0_g2,0.600935464,-3.110567615,4.89659505,-0.635251146,0.525264631,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1044_c0_g1,535.004269,0.645678074,2.233670172,0.289065988,0.772530881,0.903738507,Hsp70 protein,Heat shock protein
TRINITY_DN1044_c1_g1,24.52682682,-0.04588321,2.441179311,-0.01879551,0.985004236,0.99079655,Hsp70 protein,Heat shock protein
TRINITY_DN1044_c14_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1044_c3_g1,183.0693407,-4.594233068,3.22761233,-1.423415391,0.154615773,0.446638844,Hsp70 protein,Heat shock protein
TRINITY_DN1044_c8_g1,86.24769838,-10.26989645,2.940142039,-3.492993303,0.000477638,0.019556643,Hsp70 protein,Heat shock protein
TRINITY_DN1044063_c0_g2,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104452_c0_g1,2.451594494,-2.052823838,3.775796645,-0.54367966,0.586661931,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10446_c0_g1,86.58376776,-0.081197033,2.168067859,-0.037451334,0.970125143,0.984237849,Hsp70 protein,Heat shock protein
TRINITY_DN10446_c0_g2,31.20701333,-5.050193577,2.657796096,-1.90014335,0.05741431,0.263545208,Hsp70 protein,Heat shock protein
TRINITY_DN10446_c0_g3,10.25774688,-1.984004353,2.489914348,-0.796816306,0.425557724,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10446_c2_g1,10.70065855,-1.427879936,2.790952588,-0.511610245,0.608923814,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1044729_c0_g1,3.409987403,4.890905499,3.963592924,1.233957572,0.217218715,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1044936_c0_g1,1.544633038,0.46738243,4.143821099,0.112790205,0.910196884,NA,13-beta-glucan synthase component,13-beta-glucan synthase
TRINITY_DN104510_c0_g1,1.945524694,4.066784226,4.39642526,0.925020667,0.354955157,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1045758_c0_g1,3.052465356,0.604142971,3.284726175,0.183924912,0.854072362,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104599_c0_g2,38.61344039,1.997095109,2.805946364,0.711736737,0.476627814,0.744447228,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1046317_c0_g1,0.243190587,0.985583326,4.959673665,0.19871939,0.842482255,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN104680_c0_g1,5.715207111,2.281920953,2.961227519,0.770599671,0.440944256,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10469_c0_g1,6.225897209,-6.477952995,3.243481869,-1.997221892,0.045801084,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN104700_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1047108_c0_g1,2.184477587,-4.967007816,3.815278383,-1.301872974,0.192959812,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN104714_c0_g2,10.2788869,-0.850235334,2.385430939,-0.3564284,0.721519764,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10478_c0_g1,23.81658176,7.690393767,3.228656265,2.381917781,0.017222742,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN104782_c0_g1,0.98260666,-3.810348991,4.853916565,-0.785005045,0.432450611,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104815_c0_g1,7.2374604,3.452777878,2.875375814,1.200809251,0.229825202,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104857_c0_g1,18.21657993,0.241291823,2.318683335,0.104064156,0.917118436,NA,Hsp90 protein,Heat shock protein
TRINITY_DN104889_c0_g1,1.610609945,-4.524971148,4.131451027,-1.095249857,0.273407188,NA,Universal stress protein family,Stress
TRINITY_DN104923_c0_g1,4.305959995,5.219753577,3.383338418,1.54278199,0.122883681,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1049440_c0_g1,1.387784369,-0.927924428,4.275449685,-0.217035516,0.828180667,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104952_c0_g1,0.72957176,2.642086046,4.843282676,0.545515557,0.585398984,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN104952_c0_g3,13.76396924,0.700124786,2.816996142,0.248535941,0.803719766,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1049571_c0_g1,0.803331429,-1.875926555,4.87028633,-0.385177878,0.700105632,NA,Hsp90 protein,Heat shock protein
TRINITY_DN104963_c0_g1,0.593041287,2.382526268,4.854700744,0.490766866,0.623591348,NA,Universal stress protein family,Stress
TRINITY_DN104985_c0_g1,1.988719833,-1.669038523,3.928931589,-0.424807224,0.670977211,NA,Hsp90 protein,Heat shock protein
TRINITY_DN104994_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN1049950_c0_g1,0.901403195,-3.693694852,4.859696391,-0.760066999,0.447214538,NA,Hsp90 protein,Heat shock protein
TRINITY_DN105022_c0_g1,4.63600748,-0.608313931,2.760709756,-0.220346934,0.82560097,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1050344_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1050406_c0_g1,0.296520644,1.400632963,4.921542221,0.284592288,0.77595652,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN105060_c0_g1,0.486381173,2.048518397,4.872686855,0.420408382,0.674187146,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10509_c0_g1,4.312774221,0.702833485,3.455416795,0.203400494,0.838822013,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1051464_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN105229_c1_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN105229_c2_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN105244_c0_g1,41.75942589,-4.893837523,2.699987126,-1.812541058,0.069902636,0.29779331,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1053821_c0_g1,3.63480993,2.268138291,2.945134845,0.770130541,0.441222461,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1054122_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1054260_c0_g1,0,NA,NA,NA,NA,NA,Stress up-regulated Nod 19,Stress
TRINITY_DN1054274_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1054695_c0_g1,0.749195785,-1.762807765,4.878661486,-0.361330207,0.717852615,NA,Hsp90 protein,Heat shock protein
TRINITY_DN10547_c0_g1,27.88812197,0.317017409,2.509009232,0.126351631,0.899453588,0.949819415,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN105516_c0_g1,1.985578331,-0.815597642,3.53842556,-0.230497329,0.817705339,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1055240_c0_g1,0,NA,NA,NA,NA,NA,13-beta-glucan synthase component,13-beta-glucan synthase
TRINITY_DN105549_c0_g1,6.230924247,-2.848113061,2.904090835,-0.98072451,0.326728614,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1055562_c0_g1,1.037822253,3.181207482,4.825140007,0.659298482,0.509704117,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1055695_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN105581_c0_g1,10.51637061,-7.234680547,3.573440658,-2.024569942,0.042911543,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1055976_c0_g1,0.444780966,1.973830601,4.877295558,0.404697763,0.685699687,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN105659_c0_g1,0.813916727,0.561047939,4.864997133,0.115323385,0.908188803,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN105659_c0_g2,5.045487483,0.736928619,3.044943725,0.242017155,0.80876687,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN105714_c0_g1,14.42245113,-7.690176626,3.530439675,-2.178248982,0.029387505,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN105714_c0_g2,15.92478979,-7.833085335,3.520536293,-2.224969347,0.026083296,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1057400_c0_g1,5.485631909,5.575042179,3.750730683,1.486388293,0.137176444,NA,13-beta-glucan synthase component,13-beta-glucan synthase
TRINITY_DN105788_c0_g1,0.296520644,1.400632963,4.921542221,0.284592288,0.77595652,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN105789_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN105789_c0_g2,3.001535816,-3.663143187,3.360385621,-1.090096078,0.275670824,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1057919_c0_g1,5.233446236,-2.164813612,3.011652378,-0.718812578,0.472256406,NA,Hsp70 protein,Heat shock protein
TRINITY_DN105850_c1_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
