row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target_name,description_of_target
TRINITY_DN1280544_c0_g1,17.91543646,7.390641732,3.171176335,2.330567887,0.019776156,NA,Reprolysin_5,Metallo-peptidase family M12
TRINITY_DN4235_c0_g1,55.72905152,5.622610846,2.441965833,2.302493659,0.021307349,0.135088704,DOPA_dioxygen,Dopa 45-dioxygenase family
TRINITY_DN60120_c0_g1,31.09224856,8.185215063,3.557240507,2.301001309,0.021391557,0.135088704,Reprolysin_5,Metallo-peptidase family M12
TRINITY_DN1312601_c0_g1,14.55080438,7.088144507,3.085194742,2.297470695,0.021591933,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN1551617_c0_g1,14.83585338,7.118276684,3.098986034,2.296969591,0.021620505,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN14017_c2_g2,30.43421155,8.15436985,3.557297259,2.292293631,0.021888705,0.135088704,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN89684_c0_g1,17.42994469,7.351069171,3.223673809,2.280339019,0.022587589,NA,Metallophos_C,Iron/zinc purple acid phosphatase-like protein C
TRINITY_DN30045_c0_g1,91.32404868,7.428929021,3.261991279,2.277421484,0.022761068,0.135088704,Reprolysin_5,Metallo-peptidase family M12
TRINITY_DN239486_c0_g1,28.78911903,8.074241815,3.557576251,2.269590655,0.023232431,0.135088704,Reprolysin_2,Metallo-peptidase family M12B Reprolysin-like
TRINITY_DN702254_c0_g1,28.62460978,8.065978716,3.557616137,2.26724256,0.023375412,0.135088704,Hva1_TUDOR,Hypervirulence associated proteins TUDOR domain
TRINITY_DN141080_c1_g1,18.17425431,7.411317809,3.275715017,2.262503841,0.023666292,NA,Metallophos_C,Iron/zinc purple acid phosphatase-like protein C
TRINITY_DN147017_c0_g1,13.20470963,6.9487944,3.08103581,2.255343602,0.02411177,NA,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN1262081_c0_g1,27.91577687,8.028245181,3.581141259,2.241811925,0.02497353,0.135088704,Reprolysin_5,Metallo-peptidase family M12
TRINITY_DN1696135_c0_g1,26.81500801,7.971816385,3.558223865,2.240392029,0.025065483,0.135088704,UstYa,Mycotoxin biosynthesis protein UstYa
TRINITY_DN122979_c0_g1,40.31056851,5.447184398,2.435000689,2.237036081,0.025283982,0.135088704,D_CNTX,Delta Ctenitoxins
TRINITY_DN1416171_c0_g1,9.643918779,-7.036424901,3.146573702,-2.236218048,0.025337492,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN164159_c0_g1,10.69684828,-7.186882077,3.234717975,-2.221795573,0.026297124,NA,Metallothio_Euk,Eukaryotic metallothionein
TRINITY_DN1251815_c0_g1,40.77740445,-5.887307181,2.699005071,-2.181287929,0.029162127,0.145012836,Ntox46,Bacterial toxin 46
TRINITY_DN116547_c0_g3,23.03129523,7.752507547,3.560817849,2.177170491,0.029467849,0.145012836,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN61804_c0_g2,23.03129523,7.752507547,3.560817849,2.177170491,0.029467849,0.145012836,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN646137_c0_g1,13.81074115,7.015648122,3.233452479,2.169708127,0.030028964,NA,Peptidase_M18,Aminopeptidase I zinc metalloprotease (M18)
TRINITY_DN9319_c2_g1,15.40386127,-7.709633436,3.575428049,-2.156282641,0.031061602,NA,AAA_21,AAA domain putative AbiEii toxin Type IV TA system
TRINITY_DN88439_c1_g1,21.36163796,7.641954891,3.586308776,2.130869194,0.03309992,0.158709872,TcpS,Toxin-coregulated pilus protein S
TRINITY_DN999723_c0_g1,20.87614618,7.608765212,3.587019083,2.121194517,0.033905436,NA,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN393351_c0_g1,40.06779617,7.141088886,3.368234591,2.120128125,0.033995242,0.158927755,Reprolysin_3,Metallo-peptidase family M12B Reprolysin-like
TRINITY_DN706361_c0_g1,20.0701287,7.554102409,3.564765708,2.119102075,0.034081841,NA,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN780055_c0_g2,13.43741089,-7.512422757,3.585364027,-2.095302653,0.036144097,NA,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN174607_c0_g1,13.13101554,-7.48209698,3.572260318,-2.094499368,0.036215519,NA,Hva1_TUDOR,Hypervirulence associated proteins TUDOR domain
TRINITY_DN131187_c0_g1,10.75526602,6.655111145,3.18544215,2.089226811,0.036687311,NA,MetallophosN,N terminal of Calcineurin-like phosphoesterase
TRINITY_DN22778_c0_g1,18.42503618,7.430816388,3.568085913,2.082577766,0.037289728,NA,Cu-oxidase_3,Multicopper oxidase
TRINITY_DN95033_c0_g1,18.26052693,7.417887886,3.568475608,2.078727362,0.037642417,NA,Peptidase_M36,Fungalysin metallopeptidase (M36)
TRINITY_DN24346_c0_g1,51.61033726,5.593099691,2.696351205,2.074321654,0.038049448,0.173542605,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN274300_c0_g1,7.490268348,-6.67291218,3.230515955,-2.06558713,0.038867481,NA,Cu-oxidase_2,Multicopper oxidase
TRINITY_DN313471_c0_g1,12.33647858,-5.992554864,2.907944889,-2.060752557,0.039326653,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN178883_c0_g2,10.59879275,6.634168927,3.222642203,2.058611695,0.039531452,NA,Cu-oxidase_2,Multicopper oxidase
TRINITY_DN1354525_c0_g1,8.309339412,-6.8230494,3.316997751,-2.056995486,0.03968666,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN115929_c0_g1,16.94445292,7.310063774,3.572050058,2.046461739,0.040710963,NA,Reprolysin_5,Metallo-peptidase family M12
TRINITY_DN130680_c0_g1,16.77994367,7.296000424,3.572560275,2.042232982,0.041128426,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN32179_c0_g1,17.64723567,5.944670277,2.913647077,2.040284949,0.041321953,NA,Hva1_TUDOR,Hypervirulence associated proteins TUDOR domain
TRINITY_DN956653_c0_g1,16.61543441,7.281799236,3.573086141,2.03795793,0.04155414,NA,Metallophos_2,Calcineurin-like phosphoesterase superfamily domain
TRINITY_DN331557_c0_g1,11.57356589,6.756616452,3.323892662,2.03274207,0.042078589,NA,Cu-oxidase_2,Multicopper oxidase
TRINITY_DN85393_c0_g1,20.14011877,-5.089394306,2.516142019,-2.022697554,0.043104339,NA,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN180618_c0_g2,15.95739741,7.223553583,3.575356872,2.020372746,0.043344738,NA,Peptidase_M36,Fungalysin metallopeptidase (M36)
TRINITY_DN1384041_c0_g1,56.38291531,5.139801973,2.548273533,2.016974201,0.043698206,0.194561059,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN280474_c1_g1,11.0712484,-7.236196521,3.588900025,-2.016271412,0.043771603,NA,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN23423_c1_g1,16.26397435,7.248308015,3.5979745,2.014552359,0.043951574,NA,PAGK,Phage-encoded virulence factor
TRINITY_DN1175922_c0_g1,11.14321879,-7.242059594,3.603237124,-2.009875938,0.044444321,NA,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN1890498_c0_g1,10.03885394,6.551068797,3.283288096,1.995276871,0.046012691,NA,Binary_toxB_3,Clostridial binary toxin B/anthrax toxin PA domain 3
TRINITY_DN983507_c0_g1,14.64132339,7.099492764,3.58083155,1.982638017,0.047407878,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN166549_c0_g1,8.215303401,6.263094676,3.171076885,1.975068692,0.048260353,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN162455_c0_g1,8.193318648,6.262360497,3.187606548,1.964596447,0.049460964,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN1557454_c0_g1,6.085984662,-6.372651508,3.249146782,-1.961330754,0.049840452,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN140225_c0_g1,13.81877714,7.016160966,3.585026181,1.957073843,0.050338787,NA,Tox-SGS,Salivary glad secreted protein domain toxin
TRINITY_DN1324071_c0_g1,9.455263977,6.469791143,3.317695786,1.95008571,0.051165904,NA,Aspzincin_M35,Lysine-specific metallo-endopeptidase
TRINITY_DN109029_c0_g1,8.112958817,6.24392147,3.211327845,1.944342581,0.051854153,NA,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN99289_c0_g1,7.69175491,6.170759413,3.186426917,1.936576477,0.052797136,NA,TIMP,Tissue inhibitor of metalloproteinase
TRINITY_DN1891971_c0_g1,9.268952148,-6.980166876,3.611382643,-1.932823953,0.053257889,NA,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN791443_c0_g1,8.104922834,6.242128588,3.243119252,1.924729898,0.054263158,NA,DOPA_dioxygen,Dopa 45-dioxygenase family
TRINITY_DN11751_c3_g1,9.715111261,-5.641913778,2.931311213,-1.924706511,0.054266085,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN657289_c0_g1,7.487065743,6.129317024,3.187561491,1.922885893,0.054494382,NA,Metallophos_C,Iron/zinc purple acid phosphatase-like protein C
TRINITY_DN483537_c0_g1,7.621554259,6.158210812,3.206673377,1.920435943,0.054802857,NA,Hva1_TUDOR,Hypervirulence associated proteins TUDOR domain
TRINITY_DN468039_c0_g1,12.86553195,6.909810627,3.614645518,1.91161501,0.055925593,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN1263207_c0_g1,5.687972097,-6.275907161,3.286107407,-1.909830198,0.05615508,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN22846_c0_g1,24.7660196,5.24134204,2.748446514,1.907019843,0.056518018,0.24578766,Cu-oxidase_2,Multicopper oxidase
TRINITY_DN947496_c0_g1,12.33819387,6.852840741,3.594555912,1.906449895,0.05659186,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN178852_c0_g1,5.804901318,-6.306086636,3.326759134,-1.895564537,0.05801765,NA,Lactamase_B_6,Metallo-beta-lactamase superfamily domain
TRINITY_DN1788261_c0_g1,17.49329572,-6.279354728,3.321565737,-1.890480341,0.058693747,NA,Hva1_TUDOR,Hypervirulence associated proteins TUDOR domain
TRINITY_DN1283183_c0_g1,12.13729429,6.825654681,3.619927607,1.885577675,0.059351888,NA,T4SS_CagC,Cag pathogenicity island type IV secretory system
TRINITY_DN460398_c0_g1,7.214299122,6.079232167,3.225062653,1.884996609,0.059430296,NA,Peptidase_M36,Fungalysin metallopeptidase (M36)
TRINITY_DN46156_c0_g1,8.521284955,-6.85456326,3.639169912,-1.883551312,0.059625693,NA,Toxin_2,Scorpion short toxin BmKK2
TRINITY_DN668092_c0_g1,5.992101375,-6.352113636,3.373211178,-1.88310583,0.059686027,NA,Peptidase_M4_C,Thermolysin metallopeptidase alpha-helical domain
TRINITY_DN690171_c0_g1,24.51060172,6.28643624,3.33929329,1.88256487,0.059759361,0.253977284,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN958928_c0_g1,11.68015686,6.773860575,3.599831906,1.8817158,0.059874613,NA,Aspzincin_M35,Lysine-specific metallo-endopeptidase
TRINITY_DN742713_c0_g1,11.18662911,6.711652483,3.604314776,1.862116075,0.062586731,NA,SAT,Starter unit:ACP transacylase in aflatoxin biosynthesis
TRINITY_DN1374399_c0_g1,7.611395079,6.151066504,3.317083513,1.854359856,0.063687694,NA,Reprolysin_5,Metallo-peptidase family M12
TRINITY_DN32999_c1_g1,7.144098471,6.065814579,3.273005744,1.85328565,0.063841427,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN160482_c0_g1,6.626462766,5.955746118,3.219911474,1.849661448,0.06436236,NA,Cu-oxidase_2,Multicopper oxidase
TRINITY_DN1770743_c0_g1,10.85761061,6.668637774,3.607589933,1.848502157,0.064529733,NA,Metallophos_C,Iron/zinc purple acid phosphatase-like protein C
TRINITY_DN249762_c0_g1,6.664519485,5.960641295,3.226882115,1.847182848,0.064720644,NA,Ntox22,Bacterial toxin 22
TRINITY_DN31408_c0_g1,5.289959532,-6.172221162,3.348507197,-1.843275466,0.065288801,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN104056_c0_g1,6.586282851,5.943820361,3.224893059,1.843106191,0.065313508,NA,Ntox15,Novel toxin 15
TRINITY_DN90005_c8_g1,10.69310136,6.646639541,3.609321845,1.841520326,0.065545345,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN467990_c0_g1,12.33740022,-5.115874577,2.784418828,-1.837322218,0.066162342,NA,Tox-REase-7,Restriction endonuclease fold toxin 7
TRINITY_DN2000865_c0_g1,7.065861836,6.050137523,3.303310679,1.831537543,0.067020349,NA,Zeta_toxin,Zeta toxin
TRINITY_DN655070_c0_g1,4.915559418,-6.065286332,3.324434994,-1.824456289,0.068083119,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN1400472_c0_g1,4.962784321,-6.074159202,3.333941055,-1.821915595,0.068467794,NA,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN292509_c0_g1,10.1995736,6.578556991,3.614933263,1.819828061,0.068785193,NA,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN84043_c0_g1,20.03780366,4.500703847,2.479830289,1.814924137,0.069535569,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN1302071_c0_g1,5.032488639,-6.100312209,3.361224133,-1.814907893,0.069538065,NA,Cu-oxidase_3,Multicopper oxidase
TRINITY_DN181563_c0_g1,7.446885827,6.119458444,3.373753786,1.813842631,0.069701957,NA,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN427271_c0_g1,10.03506435,6.555129379,3.616954184,1.812334093,0.06993459,NA,SAT,Starter unit:ACP transacylase in aflatoxin biosynthesis
TRINITY_DN66953_c0_g1,128.8058563,-4.799980749,2.653793344,-1.808724391,0.070493832,0.292941034,Aspzincin_M35,Lysine-specific metallo-endopeptidase
TRINITY_DN1559583_c0_g1,4.728359361,-6.008575295,3.325470873,-1.806834438,0.070788097,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN80425_c0_g1,9.870555097,6.531314922,3.619056871,1.804700825,0.071121511,NA,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN970993_c0_g1,6.227243612,5.866993018,3.253415836,1.80333327,0.071335891,NA,Toxin_21,Spider insecticidal peptide
TRINITY_DN64340_c0_g1,26.04329769,-4.477097417,2.489268785,-1.798559257,0.072088427,0.293055128,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN83835_c0_g1,22.25578687,-4.442852722,2.485722903,-1.787348347,0.073881204,0.293952877,Lactamase_B,Metallo-beta-lactamase superfamily
TRINITY_DN1044527_c0_g1,9.377027342,6.457416164,3.625900336,1.78091386,0.074926524,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN686425_c0_g1,4.587817689,-5.966344415,3.360744583,-1.775304331,0.075847651,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN274988_c0_g1,6.694243218,-6.511366571,3.669314715,-1.774545679,0.075972933,NA,Cu-oxidase_3,Multicopper oxidase
TRINITY_DN48203_c0_g1,19.08179641,5.91984227,3.343539644,1.770531502,0.076638641,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN204088_c0_g1,6.494097447,5.928750603,3.371885899,1.758289213,0.078698312,NA,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN486961_c0_g1,4.70474691,-6.003760176,3.430804655,-1.74995687,0.080125756,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN1326591_c0_g1,6.329588196,5.891804923,3.376673291,1.744854896,0.08101013,NA,Hva1_TUDOR,Hypervirulence associated proteins TUDOR domain
TRINITY_DN366591_c0_g1,8.738851891,6.351108656,3.660009342,1.73527116,0.082692788,NA,Enterotoxin_a,Heat-labile enterotoxin alpha chain
TRINITY_DN16342_c0_g1,10.46483313,-4.87194579,2.808326735,-1.734821568,0.082772415,NA,IMPa_N_2,Immunomodulating metalloprotease N-terminal domain
TRINITY_DN132835_c0_g1,6.165078944,5.853887079,3.381749882,1.731023075,0.083447649,NA,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN1181542_c0_g1,8.496106005,6.310406177,3.664371056,1.72209803,0.085051762,NA,TcpS,Toxin-coregulated pilus protein S
TRINITY_DN1246009_c0_g1,8.496106005,6.310406177,3.664371056,1.72209803,0.085051762,NA,Hva1_TUDOR,Hypervirulence associated proteins TUDOR domain
TRINITY_DN145792_c0_g1,44.05823182,4.115288865,2.396804775,1.716989597,0.085981073,0.334967929,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN421109_c0_g1,5.921830539,-6.334788087,3.697888124,-1.713082677,0.08669733,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN281898_c0_g1,5.412733337,5.665518448,3.309233724,1.712033335,0.086890526,NA,Peptidase_M36,Fungalysin metallopeptidase (M36)
TRINITY_DN37774_c0_g1,8.060953329,6.239564234,3.649074081,1.709903415,0.087283735,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN831940_c0_g1,8.253360119,6.268522399,3.669029989,1.70849582,0.087544381,NA,Cu-oxidase,Multicopper oxidase
TRINITY_DN611307_c0_g1,5.585278572,5.711445078,3.349731812,1.705045478,0.088185943,NA,YopE,Yersinia virulence determinant (YopE)
TRINITY_DN1298223_c0_g1,7.896444078,6.209864379,3.652604173,1.700119719,0.089108409,NA,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN132131_c0_g1,7.896444078,6.209864379,3.652604173,1.700119719,0.089108409,NA,Peptidase_M18,Aminopeptidase I zinc metalloprotease (M18)
TRINITY_DN146176_c0_g1,7.896444078,6.209864379,3.652604173,1.700119719,0.089108409,NA,Peptidase_M36,Fungalysin metallopeptidase (M36)
TRINITY_DN1920514_c0_g1,7.896444078,6.209864379,3.652604173,1.700119719,0.089108409,NA,Mu-conotoxin,Mu-Conotoxin
TRINITY_DN22687_c0_g2,9.602354303,5.049952701,2.973517444,1.698309425,0.089449377,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN33878_c0_g1,3.909288297,-5.730723354,3.39914964,-1.68592853,0.091809566,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN1335513_c0_g1,5.571609394,-6.240617838,3.728618288,-1.673707887,0.094188023,NA,Cu-oxidase_3,Multicopper oxidase
TRINITY_DN1407063_c0_g1,7.402916323,6.116906719,3.664269317,1.669338738,0.095050267,NA,Metalloenzyme,Metalloenzyme superfamily
TRINITY_DN30676_c0_g1,7.402916323,6.116906719,3.664269317,1.669338738,0.095050267,NA,Peptidase_M36,Fungalysin metallopeptidase (M36)
TRINITY_DN1012204_c0_g1,5.406888753,-6.20377973,3.721864989,-1.666847064,0.095544819,NA,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN443452_c0_g1,3.81540501,-5.700300158,3.422281395,-1.665643324,0.095784477,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN251829_c0_g1,7.525122461,6.13504455,3.685084408,1.664831486,0.09594638,NA,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN828871_c0_g1,7.525122461,6.13504455,3.685084408,1.664831486,0.09594638,NA,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN127201_c0_g1,7.238407071,6.084540739,3.668557352,1.658564976,0.097203484,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN59035_c1_g1,7.238407071,6.084540739,3.668557352,1.658564976,0.097203484,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN13795_c0_g1,4.738624364,5.471527688,3.311911664,1.65207537,0.098519187,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN59035_c1_g2,4.644315764,5.440688945,3.317651526,1.639921764,0.101021435,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN30343_c0_g2,3.651817404,-5.631794729,3.435263534,-1.639406897,0.101128546,NA,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN141080_c0_g2,4.754696331,5.478587547,3.343114556,1.638767519,0.101261686,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN266635_c0_g1,4.754696331,5.478587547,3.343114556,1.638767519,0.101261686,NA,Lactamase_B,Metallo-beta-lactamase superfamily
TRINITY_DN366575_c0_g1,4.927241565,5.530885316,3.379514042,1.636591903,0.101715769,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN725060_c0_g1,6.909388568,6.017543746,3.677819651,1.636171514,0.101803696,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN113761_c0_g1,26.90839297,-3.961563272,2.42530362,-1.633429827,0.102378628,0.390710275,Peptidase_M18,Aminopeptidase I zinc metalloprotease (M18)
TRINITY_DN182349_c0_g1,9.265370001,4.864743819,2.983023621,1.630809687,0.102930483,NA,Cu-oxidase,Multicopper oxidase
TRINITY_DN1553107_c0_g1,6.744879316,5.982840328,3.682827697,1.624523551,0.104264118,NA,Cu-oxidase_3,Multicopper oxidase
TRINITY_DN680801_c0_g1,3.557934117,-5.599423686,3.449063687,-1.623461958,0.104490689,NA,Cu-oxidase,Multicopper oxidase
TRINITY_DN767540_c0_g1,3.511275732,-5.577001897,3.437188197,-1.622547727,0.104686123,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN25607_c0_g1,4.676459696,5.455169121,3.365759871,1.620783814,0.105064011,NA,Metallophos_2,Calcineurin-like phosphoesterase superfamily domain
TRINITY_DN308425_c0_g2,4.762732314,5.481970752,3.388513425,1.617809955,0.10570356,NA,Metallophos_C,Iron/zinc purple acid phosphatase-like protein C
TRINITY_DN264864_c0_g1,4.550007163,5.409153351,3.344944418,1.617113074,0.105853875,NA,Cu-oxidase_3,Multicopper oxidase
TRINITY_DN731863_c0_g1,4.891946967,-6.059666222,3.751221272,-1.615384906,0.106227367,NA,Wzy_C_2,Virulence factor membrane-bound polymerase C-terminal
TRINITY_DN761918_c0_g1,6.580370065,5.947280917,3.688112299,1.612554184,0.106841399,NA,Toxin_trans,Clostridium neurotoxin Translocation domain
TRINITY_DN31584_c0_g1,4.916125936,-6.059704503,3.76456988,-1.609667159,0.107470538,NA,Cu-oxidase_3,Multicopper oxidase
TRINITY_DN995507_c0_g1,24.08277693,4.373579099,2.718355256,1.608906374,0.107636815,0.40256169,Metallophos_C,Iron/zinc purple acid phosphatase-like protein C
TRINITY_DN137284_c0_g1,4.417641844,5.371305887,3.344062113,1.606221926,0.108225157,NA,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN970608_c0_g1,3.487663281,-5.571679413,3.480136318,-1.600994589,0.109378118,NA,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN443403_c0_g1,4.511950445,5.403546002,3.376041853,1.60055658,0.109475166,NA,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN9043_c0_g1,6.415860813,5.910822228,3.693694819,1.600246506,0.109543909,NA,AAA_21,AAA domain putative AbiEii toxin Type IV TA system
TRINITY_DN527987_c0_g1,6.554138918,5.935390212,3.712799648,1.598629276,0.109903001,NA,Cu-oxidase_2,Multicopper oxidase
TRINITY_DN756657_c0_g1,6.554138918,5.935390212,3.712799648,1.598629276,0.109903001,NA,Clp_N,Clp amino terminal domain pathogenicity island component
