row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target_name,description_of_target
TRINITY_DN263177_c0_g2,6.707103889,-6.572201767,3.375239548,-1.947180837,0.051513058,0.962938997,Metalloenzyme,Metalloenzyme superfamily
TRINITY_DN791443_c0_g1,18.13764578,7.273363545,3.745689296,1.941795747,0.052161832,0.962938997,DOPA_dioxygen,Dopa 45-dioxygenase family
TRINITY_DN122061_c1_g2,29.71891893,-5.535232308,2.852900004,-1.94021252,0.052353868,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN1263207_c0_g1,6.710873519,-6.572995897,3.38778437,-1.940204919,0.052354791,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN178852_c0_g1,7.03869621,-6.641775391,3.425151621,-1.939118651,0.052486892,0.962938997,Lactamase_B_6,Metallo-beta-lactamase superfamily domain
TRINITY_DN1175922_c0_g1,10.76146921,-7.254461454,3.745069639,-1.937069842,0.052736807,0.962938997,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN138058_c0_g1,7.362749271,-6.706703487,3.469517418,-1.933036408,0.053231713,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN668092_c0_g1,7.362749271,-6.706703487,3.469517418,-1.933036408,0.053231713,0.962938997,Peptidase_M4_C,Thermolysin metallopeptidase alpha-helical domain
TRINITY_DN77552_c0_g1,6.356663417,-6.494933638,3.370546928,-1.926967277,0.053983708,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN326873_c0_g2,6.390590089,-6.502443817,3.397719181,-1.913767287,0.055649897,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN48752_c0_g1,26.40747943,-4.892818987,2.559781748,-1.911420375,0.05595058,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN990152_c0_g1,6.058997768,-6.425634764,3.38252012,-1.899658992,0.057477885,0.962938997,Ntox50,Bacterial toxin 50
TRINITY_DN98969_c0_g1,20.4196914,-6.524558587,3.447697794,-1.892439238,0.058432482,0.962938997,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN162086_c0_g1,6.066537028,-6.427387572,3.396993225,-1.892081363,0.058480141,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN39450_c0_g1,10.03908377,-5.766427317,3.048645101,-1.891472154,0.058561345,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN31408_c0_g1,6.398129349,-6.504110231,3.44304477,-1.889057699,0.058884098,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN32304_c1_g1,6.398129349,-6.504110231,3.44304477,-1.889057699,0.058884098,0.962938997,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN146760_c0_g1,15.23562245,7.021599418,3.755513017,1.869677827,0.06152857,0.962938997,AAA_21,AAA domain putative AbiEii toxin Type IV TA system
TRINITY_DN1776249_c0_g1,14.99378718,6.998493289,3.756588422,1.862991763,0.062463425,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN1302071_c0_g1,6.077845919,-6.430016373,3.453610431,-1.861824459,0.062627838,0.962938997,Cu-oxidase_3,Multicopper oxidase
TRINITY_DN438004_c0_g1,8.967936053,-6.991246818,3.770363759,-1.854263213,0.063701512,0.962938997,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN16895_c6_g1,14.26828135,6.926868449,3.760122322,1.842192316,0.065447024,0.962938997,Toxin_5,Scorpion short toxin
TRINITY_DN124481_c0_g1,28.13134029,6.442929354,3.510601948,1.835277667,0.066464558,0.962938997,Cu-oxidase_2,Multicopper oxidase
TRINITY_DN657361_c0_g1,5.757562488,-6.351910479,3.465499181,-1.832899143,0.066817571,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN55801_c0_g1,5.403352386,-6.260526377,3.417541082,-1.831880357,0.066969248,0.962938997,Toxin_14,Alpha-A conotoxin PIVA-like protein
TRINITY_DN1559583_c0_g1,5.425970167,-6.266400861,3.424301249,-1.829979434,0.067253014,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN30162_c0_g1,5.425970167,-6.266400861,3.424301249,-1.829979434,0.067253014,0.962938997,Pertussis_S2S3,Pertussis toxin subunit 2 and 3 C-terminal domain
TRINITY_DN65558_c0_g1,5.704787666,-6.338931376,3.466898261,-1.828415748,0.06748718,0.962938997,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN1813553_c0_g1,8.327369192,-6.884325878,3.782213867,-1.820184189,0.06873096,0.962938997,Hva1_TUDOR,Hypervirulence associated proteins TUDOR domain
TRINITY_DN274988_c0_g1,8.327369192,-6.884325878,3.782213867,-1.820184189,0.06873096,0.962938997,Cu-oxidase_3,Multicopper oxidase
TRINITY_DN359696_c0_g1,8.327369192,-6.884325878,3.782213867,-1.820184189,0.06873096,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN184186_c0_g1,13.54277551,6.851500995,3.764180411,1.82018401,0.068730987,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN51346_c0_g1,40.32219881,-5.994566867,3.306336159,-1.813054263,0.069823452,0.962938997,APT,Aerolysin/Pertussis toxin (APT) domain
TRINITY_DN275124_c1_g1,8.007085762,-6.827739134,3.788960344,-1.802008602,0.071544052,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN130595_c0_g1,5.101917107,-6.177591587,3.434421052,-1.798728663,0.072061613,0.962938997,Toxin_GhoT_OrtT,Toxin GhoT_OrtT
TRINITY_DN1553107_c0_g1,12.81726968,6.771979041,3.768858893,1.796824777,0.072363442,0.962938997,Cu-oxidase_3,Multicopper oxidase
TRINITY_DN1251106_c0_g1,7.686802331,-6.768841961,3.796347695,-1.782987889,0.074588275,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN4260_c0_g2,7.146466855,5.930335393,3.328394909,1.781740315,0.074791589,0.962938997,Cu-oxidase_3,Multicopper oxidase
TRINITY_DN719794_c0_g1,11.83754186,6.6609007,3.748781184,1.776817684,0.075598241,0.962938997,Flocculin_t3,Flocculin type 3 repeat
TRINITY_DN71249_c0_g1,12.09176385,6.687818392,3.774277665,1.771946578,0.076403426,0.962938997,Bac_thur_toxin,Bacillus thuringiensis toxin
TRINITY_DN256711_c0_g1,14.67979754,5.495367335,3.11541311,1.763928937,0.077743944,0.962938997,Cu-oxidase_3,Multicopper oxidase
TRINITY_DN421109_c0_g1,7.366518901,-6.707437711,3.804460953,-1.763045486,0.077892818,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN45332_c0_g1,7.366518901,-6.707437711,3.804460953,-1.763045486,0.077892818,0.962938997,Metallothio_PEC,Plant PEC family metallothionein
TRINITY_DN6016_c4_g1,4.762785525,-6.078523524,3.471537048,-1.750960292,0.07995275,0.962938997,Bee_toxin,Honey bee toxin
TRINITY_DN1452373_c0_g1,4.792942567,-6.087380453,3.486006459,-1.746233269,0.080770426,0.962938997,Aerolysin,Aerolysin toxin
TRINITY_DN1558691_c0_g1,4.792942567,-6.087380453,3.486006459,-1.746233269,0.080770426,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN48621_c1_g1,11.36625802,6.598441736,3.780587919,1.745348046,0.080924303,0.962938997,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN116813_c0_g2,7.31302163,5.967477375,3.430812976,1.739377057,0.081968461,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN51100_c0_g1,11.12442274,6.56737568,3.782921357,1.736059268,0.082553356,0.962938997,Metalloenzyme,Metalloenzyme superfamily
TRINITY_DN101166_c0_g1,6.68624631,5.832372303,3.375603074,1.727801573,0.084023805,0.962938997,Hva1_TUDOR,Hypervirulence associated proteins TUDOR domain
TRINITY_DN70562_c1_g1,4.457580615,-5.98287011,3.476428742,-1.720981661,0.085254152,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN415959_c0_g1,6.72595204,-6.576184489,3.823285399,-1.720034945,0.08542609,0.962938997,Aspzincin_M35,Lysine-specific metallo-endopeptidase
TRINITY_DN6507_c2_g1,4.465119876,-5.985237055,3.482676179,-1.718574093,0.085691952,0.962938997,Tox-WTIP,Toxin with a conserved tryptophan and TIP tripeptide motif
TRINITY_DN836558_c0_g1,10.31990829,6.463220448,3.764035288,1.717098792,0.085961123,0.962938997,PAGK,Phage-encoded virulence factor
TRINITY_DN505185_c0_g1,10.39891691,6.469951163,3.790730073,1.706782345,0.087862515,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN562075_c0_g1,10.39891691,6.469951163,3.790730073,1.706782345,0.087862515,0.962938997,Stap_Strp_tox_C,Staphylococcal/Streptococcal toxin beta-grasp domain
TRINITY_DN40262_c0_g1,4.751476635,-6.075171718,3.565006922,-1.70411218,0.088360132,0.962938997,Metallophos_2,Calcineurin-like phosphoesterase superfamily domain
TRINITY_DN283957_c0_g1,9.86461822,6.39821703,3.769748919,1.697252832,0.089648871,0.962938997,D_CNTX,Delta Ctenitoxins
TRINITY_DN178883_c0_g1,10.15708164,6.435957733,3.793636051,1.69651428,0.089788528,0.962938997,Cu-oxidase_2,Multicopper oxidase
TRINITY_DN95965_c0_g1,10.15708164,6.435957733,3.793636051,1.69651428,0.089788528,0.962938997,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN290168_c0_g1,4.476428766,-5.988783813,3.531856225,-1.695647679,0.089952622,0.962938997,Toxin_3,Scorpion toxin-like domain
TRINITY_DN467990_c0_g1,14.02325428,-4.427523905,2.625736117,-1.686202919,0.091756722,0.962938997,Tox-REase-7,Restriction endonuclease fold toxin 7
TRINITY_DN1586917_c0_g1,11.21882316,5.099315806,3.049319372,1.672280002,0.094469121,0.962938997,Hva1_TUDOR,Hypervirulence associated proteins TUDOR domain
TRINITY_DN51554_c0_g1,6.085385179,-6.431784255,3.846491799,-1.672116981,0.094501257,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN731863_c0_g1,6.085385179,-6.431784255,3.846491799,-1.672116981,0.094501257,0.962938997,Wzy_C_2,Virulence factor membrane-bound polymerase C-terminal
TRINITY_DN983672_c0_g1,6.085385179,-6.431784255,3.846491799,-1.672116981,0.094501257,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN24346_c1_g1,4.480198396,-5.989968644,3.582711338,-1.671909367,0.094542195,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN826334_c0_g1,4.480198396,-5.989968644,3.582711338,-1.671909367,0.094542195,0.962938997,Peptidase_M32,Carboxypeptidase Taq (M32) metallopeptidase
TRINITY_DN145792_c0_g1,71.13898105,4.568419412,2.739461195,1.667634285,0.095388348,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN680801_c0_g1,4.152375706,-5.880406324,3.531044959,-1.665344506,0.095844044,0.962938997,Cu-oxidase,Multicopper oxidase
TRINITY_DN40374_c0_g1,44.84617108,-5.528232501,3.325990722,-1.662131065,0.096486498,0.962938997,Lactamase_B,Metallo-beta-lactamase superfamily
TRINITY_DN90218_c0_g1,32.07161362,5.631815559,3.392142481,1.660253244,0.096863517,0.962938997,Reprolysin_5,Metallo-peptidase family M12
TRINITY_DN70562_c0_g1,5.975531897,5.675949438,3.42077151,1.65926003,0.097063406,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN57097_c1_g1,6.858867246,-5.207596252,3.139342968,-1.658817245,0.097152624,0.962938997,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN970608_c0_g1,4.156145336,-5.881677694,3.555386685,-1.654300422,0.098066487,0.962938997,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN504110_c0_g1,9.189740528,6.291361826,3.807108383,1.652530265,0.098426501,0.962938997,Peptidase_M18,Aminopeptidase I zinc metalloprotease (M18)
TRINITY_DN673947_c0_g1,5.765101748,-6.353776115,3.860195029,-1.645972825,0.099769354,0.962938997,Lactamase_B,Metallo-beta-lactamase superfamily
TRINITY_DN1891971_c0_g1,11.77203877,-5.715682498,3.476010035,-1.644322784,0.100109545,0.962938997,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN1776402_c0_g1,7.570657876,-5.08790386,3.094836276,-1.643997745,0.100176668,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN1609230_c0_g1,8.947905251,6.252829803,3.811016291,1.640725026,0.100854508,0.962938997,Cu-oxidase_3,Multicopper oxidase
TRINITY_DN43850_c0_g1,5.548622308,5.568267274,3.414743955,1.630654406,0.102963262,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN6279_c2_g1,6.500887514,-5.128784227,3.148163593,-1.629135232,0.103284394,0.962938997,Clp_N,Clp amino terminal domain pathogenicity island component
TRINITY_DN35261_c9_g1,52.13424183,-5.416171926,3.32890826,-1.627011472,0.103734661,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN54553_c0_g2,3.828322645,-5.763229458,3.546307285,-1.625135386,0.104133714,0.962938997,Toxin_27,Scorpion calcine family
TRINITY_DN148024_c0_g2,3.832092275,-5.764604018,3.559567852,-1.619467379,0.10534674,0.962938997,YgjP-like,YgjP-like metallopeptidase domain
TRINITY_DN156233_c0_g2,3.832092275,-5.764604018,3.559567852,-1.619467379,0.10534674,0.962938997,Metallophos_C,Iron/zinc purple acid phosphatase-like protein C
TRINITY_DN264911_c0_g1,5.444818318,-6.271307095,3.875625903,-1.618140463,0.10563233,0.962938997,AAA_21,AAA domain putative AbiEii toxin Type IV TA system
TRINITY_DN286036_c0_g1,5.444818318,-6.271307095,3.875625903,-1.618140463,0.10563233,0.962938997,Reprolysin_2,Metallo-peptidase family M12B Reprolysin-like
TRINITY_DN101524_c0_g1,8.464234697,6.172535031,3.819613627,1.616010318,0.106092082,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN184610_c0_g1,8.464234697,6.172535031,3.819613627,1.616010318,0.106092082,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN95529_c0_g1,6.197645284,5.721488276,3.541259789,1.615664655,0.106166837,0.962938997,D_CNTX,Delta Ctenitoxins
TRINITY_DN453568_c0_g1,16.76508227,5.684257741,3.520258591,1.614727326,0.106369757,0.962938997,Aspzincin_M35,Lysine-specific metallo-endopeptidase
TRINITY_DN243400_c0_g1,7.597045287,-5.088512348,3.155773556,-1.612445335,0.106865066,0.962938997,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN9301_c0_g1,69.29644658,5.418083872,3.36271594,1.611222586,0.107131217,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN1276067_c0_g1,3.835861905,-5.765978811,3.583047098,-1.609238911,0.107564111,0.962938997,Metallophos_2,Calcineurin-like phosphoesterase superfamily domain
TRINITY_DN227684_c0_g1,3.835861905,-5.765978811,3.583047098,-1.609238911,0.107564111,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN382885_c0_g1,8.043457934,6.104226082,3.800444963,1.606187207,0.108232783,0.962938997,R_equi_Vir,Rhodococcus equi virulence-associated protein
TRINITY_DN244655_c0_g1,3.805704864,-5.754952916,3.585266017,-1.605167619,0.108456922,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN109029_c0_g1,8.22239942,6.130647818,3.824350245,1.603056055,0.108922279,0.962938997,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN274668_c0_g1,8.22239942,6.130647818,3.824350245,1.603056055,0.108922279,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN306654_c0_g1,5.306787031,5.504396079,3.435522872,1.602200388,0.109111304,0.962938997,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN355870_c0_g1,10.49090505,-5.545176508,3.486594724,-1.590427608,0.111738451,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN139551_c0_g2,7.980564143,6.087508491,3.829415041,1.589670596,0.111909075,0.962938997,Peptidase_M36,Fungalysin metallopeptidase (M36)
TRINITY_DN1616310_c0_g1,7.980564143,6.087508491,3.829415041,1.589670596,0.111909075,0.962938997,Conotoxin,Conotoxin
TRINITY_DN144699_c0_g1,5.26361513,5.486386196,3.451911069,1.58937646,0.111975426,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN32341_c1_g1,5.705316138,5.61016922,3.530152167,1.589214559,0.112011961,0.962938997,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN1353694_c0_g1,5.124534887,-6.183836903,3.893104829,-1.588407499,0.112194223,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN1854240_c0_g1,5.124534887,-6.183836903,3.893104829,-1.588407499,0.112194223,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN1624768_c0_g1,3.839631535,-5.767356017,3.632090488,-1.587888858,0.112311473,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN311523_c0_g1,3.839631535,-5.767356017,3.632090488,-1.587888858,0.112311473,0.962938997,Metallophos_C,Iron/zinc purple acid phosphatase-like protein C
TRINITY_DN1049041_c0_g1,3.504269584,-5.635696716,3.576578475,-1.57572293,0.115089671,0.962938997,Lactamase_B,Metallo-beta-lactamase superfamily
TRINITY_DN454683_c0_g1,3.504269584,-5.635696716,3.576578475,-1.57572293,0.115089671,0.962938997,Metallophos_C,Iron/zinc purple acid phosphatase-like protein C
TRINITY_DN269297_c0_g1,3.508039215,-5.637194211,3.581585769,-1.573938075,0.115501766,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN381899_c0_g1,3.508039215,-5.637194211,3.581585769,-1.573938075,0.115501766,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN56332_c0_g1,3.508039215,-5.637194211,3.581585769,-1.573938075,0.115501766,0.962938997,IMPa_helical,Immunomodulating metalloprotease helical domain
TRINITY_DN838041_c0_g1,3.508039215,-5.637194211,3.581585769,-1.573938075,0.115501766,0.962938997,Cu-oxidase_2,Multicopper oxidase
TRINITY_DN1063453_c0_g1,7.436404505,5.991210202,3.814580812,1.570607754,0.116273788,0.962938997,Tox-MPTase5,Metallopeptidase toxin 5
TRINITY_DN148726_c0_g1,7.436404505,5.991210202,3.814580812,1.570607754,0.116273788,0.962938997,Metallophos,Calcineurin-like phosphoesterase
TRINITY_DN1302170_c0_g1,3.511808845,-5.638690711,3.593530817,-1.569122681,0.116619356,0.962938997,Peptidase_M24,Metallopeptidase family M24
TRINITY_DN1309289_c0_g1,5.111851773,5.443861307,3.470324465,1.56868943,0.116720323,0.962938997,Peptidase_M24,Metallopeptidase family M24
