row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target_name,description_of_target
TRINITY_DN101231_c1_g1,20.64244231,2.274823769,2.258667811,1.00715287,0.313861317,NA,Hsp70 protein,Heat shock protein
TRINITY_DN101231_c1_g2,34.91635597,8.351068314,3.413821044,2.446252515,0.014434986,0.097822808,Hsp70 protein,Heat shock protein
TRINITY_DN101231_c4_g1,1.833907694,-1.102482602,3.532213895,-0.312122265,0.754947606,NA,Hsp70 protein,Heat shock protein
TRINITY_DN101269_c0_g2,3.96624047,0.564449991,2.735206451,0.206364675,0.836506062,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN101346_c0_g1,0.560503376,-0.550280437,4.960558286,-0.11093115,0.911670944,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN101346_c0_g2,2.133878716,0.137257572,3.748411803,0.036617527,0.970789968,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1013533_c0_g1,7.10406465,2.123309866,3.193177221,0.66495209,0.506081137,NA,Hsp70 protein,Heat shock protein
TRINITY_DN101355_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN101441_c0_g1,30.18177597,-0.423512837,2.268166727,-0.186720329,0.851879916,0.946788411,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1014901_c0_g1,0.384207893,1.856640133,4.900485947,0.378868576,0.70478546,NA,Universal stress protein family,Stress
TRINITY_DN1015477_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1015538_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1016715_c0_g1,5.037657138,-0.566637307,2.91477431,-0.194401778,0.845861298,NA,Universal stress protein family,Stress
TRINITY_DN10172_c0_g2,20.21068887,0.662402694,2.613113634,0.253491729,0.799888252,NA,Hsp70 protein,Heat shock protein
TRINITY_DN101730_c0_g1,0.768415786,2.851381911,4.843184539,0.588741124,0.556034946,NA,Hsp90 protein,Heat shock protein
TRINITY_DN101764_c0_g1,18.60009748,1.229556894,2.666784849,0.461063402,0.644753118,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10188_c0_g1,13.87229529,3.012419744,2.745040356,1.097404538,0.27246459,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1019691_c0_g1,1.005709691,-3.704550579,4.848238752,-0.764102341,0.444806257,NA,Hsp70 protein,Heat shock protein
TRINITY_DN101972_c0_g1,5.923605416,3.01297697,2.93743269,1.025717791,0.305024626,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10206_c1_g1,9.219128555,-0.583349307,2.468562424,-0.236311345,0.813191084,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1020797_c0_g1,1.809123305,-0.345037187,3.524792783,-0.097888644,0.922020717,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1022055_c0_g1,23.47411397,5.455223808,2.716385802,2.00826547,0.044615089,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10234_c0_g1,312.7201387,11.51430566,2.981570251,3.861826049,0.000112543,0.003416796,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1023644_c0_g1,1.344727626,3.656548957,4.661782548,0.784367121,0.432824725,NA,Universal stress protein family,Stress
TRINITY_DN102386_c0_g1,18.85135639,0.48156295,2.24650326,0.214361118,0.83026546,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN102386_c0_g2,6.11519334,1.420341672,2.89359296,0.490857454,0.623527271,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1024036_c0_g1,0.911548403,0.845874185,4.761956405,0.177631653,0.859012265,NA,Universal stress protein family,Stress
TRINITY_DN1024355_c0_g1,0.97133062,-0.594127352,4.227030982,-0.140554293,0.888222058,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1024426_c0_g1,2.471836711,-0.658588772,3.624492625,-0.181705094,0.855814168,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1024911_c0_g1,9.863627004,6.528841255,3.158550597,2.067037096,0.038730659,NA,Schlafen group 3 DNA/RNA helicase domain,RNA helicase
TRINITY_DN1025288_c0_g1,1.139866382,-0.979916785,4.400777507,-0.222669013,0.82379312,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1025768_c0_g1,63.69494712,-9.700409939,3.40185185,-2.851508639,0.00435123,0.055975998,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1025776_c0_g1,0.834741518,2.964512851,4.807218373,0.616679464,0.537446169,NA,RNA helicase UPF1 1B domain,RNA helicase
TRINITY_DN102585_c0_g1,2.933778673,-5.25413004,3.601122971,-1.459025443,0.144558105,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1026_c0_g1,40.15038429,6.243070983,2.698202601,2.313788809,0.02067931,0.120021733,Hsp70 protein,Heat shock protein
TRINITY_DN1026_c1_g1,5.359494137,5.647843162,3.196853631,1.766688067,0.077280483,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1026_c6_g1,0.670473128,-3.114275133,4.879973407,-0.638174611,0.523360022,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102601_c0_g1,5.243623138,-1.715229842,2.571701816,-0.666962954,0.504795797,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10261_c0_g1,1.279947833,-0.109737507,3.884555005,-0.028249698,0.977462999,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1026222_c0_g1,0.768415786,2.851381911,4.843184539,0.588741124,0.556034946,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10265_c0_g1,6.531534181,5.934368848,3.597758815,1.649462666,0.099052886,NA,Hsp90 protein,Heat shock protein
TRINITY_DN10265_c0_g3,14.59989993,7.094127055,3.44793093,2.057502659,0.039637899,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1026908_c0_g1,1.199648599,-2.321500062,4.40904463,-0.526531314,0.598519101,NA,13-beta-glucan synthase subunit FKS1 domain-1,13-beta-glucan synthase
TRINITY_DN1027910_c0_g1,1.152623679,3.434451016,4.823835318,0.71197518,0.476480146,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1029184_c0_g1,10.47418055,-1.201755714,2.362616514,-0.508654581,0.610994363,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1029198_c0_g1,2.113143412,4.307921821,4.199176971,1.025896706,0.304940276,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1029258_c0_g1,1.005709691,-3.704550579,4.848238752,-0.764102341,0.444806257,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102952_c0_g1,11.52223252,0.889538079,3.093146971,0.287583515,0.773665565,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN102956_c0_g1,7.293220165,1.945399034,2.467869728,0.788290813,0.43052662,NA,Universal stress protein family,Stress
TRINITY_DN1029603_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN102964_c0_g1,8.904141295,0.270979567,2.372612307,0.114211482,0.909070151,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102976_c0_g1,1.84045121,-0.249083008,3.507870101,-0.071006908,0.943392258,NA,Viral heat shock protein Hsp90 homologue,Heat shock protein
TRINITY_DN1029783_c0_g1,7.840079774,1.1436193,2.839920065,0.402694186,0.687173211,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN102987_c0_g1,1.67801778,-4.456679545,3.959403178,-1.125593769,0.260337507,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102991_c0_g1,0.384207893,1.856640133,4.900485947,0.378868576,0.70478546,NA,Hsp70 protein,Heat shock protein
TRINITY_DN103022_c0_g1,1.615184397,-0.70025143,3.653748422,-0.191652886,0.848014113,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1030866_c0_g1,13.273263,-0.147872962,2.716523979,-0.054434624,0.956588894,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1030947_c0_g1,2.689455251,4.655466524,4.014408791,1.159689201,0.246175368,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10314_c0_g1,7.237861586,-0.321726553,2.438306737,-0.13194671,0.895026442,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1031455_c0_g1,9.322265769,-1.416152085,2.466164182,-0.574232687,0.565810353,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN103168_c0_g1,0.225266813,1.043749898,4.983960525,0.209421783,0.83411899,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1031753_c0_g1,26.70620217,4.068480844,2.556778482,1.591252771,0.111552701,0.358764831,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN1031763_c0_g1,9.197007961,2.06060302,3.129870313,0.658366901,0.510302398,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1031794_c0_g1,13.07323896,2.053739154,2.815257208,0.729503204,0.465693909,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN1032077_c0_g1,1.728935519,4.018730936,4.384436163,0.916590135,0.359357456,NA,Hsp90 protein,Heat shock protein
TRINITY_DN103212_c0_g1,1.152623679,3.434451016,4.823835318,0.71197518,0.476480146,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1032195_c0_g1,1.916041889,0.124853133,3.195452085,0.039072134,0.968832878,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1032623_c0_g1,6.339430235,5.891333874,3.606562497,1.633503891,0.102363063,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN1032875_c0_g1,1.921039465,4.170568402,4.283448485,0.973647382,0.330231652,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1035217_c0_g1,0.57631184,2.438166065,4.862406425,0.501431977,0.61606714,NA,Trehalose-phosphatase,Trehalose
TRINITY_DN1035257_c0_g1,9.920773321,0.405858624,2.341416563,0.173338922,0.862385031,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1035476_c0_g1,4.427473535,-1.984875648,3.321020622,-0.597670377,0.550059895,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN103554_c0_g1,3.281504819,-0.525650919,3.102521961,-0.169426978,0.865460805,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1036907_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1037367_c0_g1,3.167824432,1.929687904,3.526375976,0.547215588,0.584230628,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1038013_c0_g1,9.284638552,0.994229065,2.519477825,0.394617113,0.693125482,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1038034_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN103821_c0_g1,1.583856492,-0.810712836,4.010625488,-0.202141247,0.839806303,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN104_c1_g2,0.954305952,-0.193756627,4.652447322,-0.041646173,0.966780764,NA,Hsp90 protein,Heat shock protein
TRINITY_DN104_c1_g3,1.340946255,-4.121689205,4.673490806,-0.881929456,0.377814957,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1040281_c0_g1,0,NA,NA,NA,NA,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN1040993_c0_g1,0.670473128,-3.114275133,4.879973407,-0.638174611,0.523360022,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104119_c0_g1,3.137753446,-0.833445947,3.500860198,-0.238068903,0.811827653,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1042605_c0_g1,1.802134502,4.072012516,4.35250916,0.935555186,0.349502257,NA,Trehalose-phosphatase,Trehalose
TRINITY_DN1043073_c0_g1,2.113143412,4.307921821,4.199176971,1.025896706,0.304940276,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1043113_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104383_c0_g1,0.609474706,2.513110923,4.858505891,0.517260034,0.604974649,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104383_c0_g2,0.503772326,-2.739589423,4.907805703,-0.558210652,0.576700548,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1044_c0_g1,449.8280372,0.390352208,2.062397176,0.189271112,0.849880335,0.946788411,Hsp70 protein,Heat shock protein
TRINITY_DN1044_c1_g1,26.52633484,0.243898902,2.196742849,0.111027516,0.911594527,0.96393995,Hsp70 protein,Heat shock protein
TRINITY_DN1044_c14_g1,27.25247079,7.994351372,3.02153005,2.645795752,0.008149901,0.075436278,Hsp70 protein,Heat shock protein
TRINITY_DN1044_c3_g1,259.6084359,-0.39247195,2.950157097,-0.133034254,0.89416629,0.962609225,Hsp70 protein,Heat shock protein
TRINITY_DN1044_c8_g1,84.37169104,-3.126780182,2.128370361,-1.469095905,0.141806778,0.404629116,Hsp70 protein,Heat shock protein
TRINITY_DN1044063_c0_g2,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104452_c0_g1,3.680902419,-0.255664875,3.032491337,-0.084308526,0.932811134,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10446_c0_g1,110.6924113,0.777995319,2.094452615,0.371455202,0.710298517,0.903042838,Hsp70 protein,Heat shock protein
TRINITY_DN10446_c0_g2,35.03846269,-1.530227079,2.2142107,-0.691093706,0.489506655,0.751236324,Hsp70 protein,Heat shock protein
TRINITY_DN10446_c0_g3,10.26416547,-1.140420925,2.391242684,-0.476915594,0.633422227,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10446_c2_g1,8.283281764,-2.618080444,2.695728925,-0.971195738,0.331450816,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1044729_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1044936_c0_g1,0.670473128,-3.114275133,4.879973407,-0.638174611,0.523360022,NA,13-beta-glucan synthase component,13-beta-glucan synthase
TRINITY_DN104510_c0_g1,0.57631184,2.438166065,4.862406425,0.501431977,0.61606714,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1045758_c0_g1,1.683345091,-0.601273282,3.957974998,-0.151914371,0.879254473,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104599_c0_g2,10.10394616,-1.146667066,2.384144685,-0.480955318,0.630548255,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1046317_c0_g1,0,NA,NA,NA,NA,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN104680_c0_g1,2.357310567,0.439106648,3.693146802,0.118897697,0.905356407,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10469_c0_g1,153.6053338,4.695824525,2.462429414,1.90698848,0.056522079,0.234081154,Heat shock protein 9/12,Heat shock protein
TRINITY_DN104700_c0_g1,3.457871037,5.01765926,3.858825542,1.300307362,0.193495646,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1047108_c0_g1,2.013254344,-4.717320342,3.788206366,-1.245264879,0.213034401,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN104714_c0_g2,10.79754218,-0.43380734,2.29082679,-0.18936715,0.849805069,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10478_c0_g1,2.444772073,4.512380423,3.718621863,1.213455035,0.224955896,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN104782_c0_g1,1.005709691,-3.704550579,4.848238752,-0.764102341,0.444806257,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104815_c0_g1,1.596943524,1.079291625,3.667545182,0.294281753,0.768542615,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104857_c0_g1,11.97925834,-1.126724828,2.41366183,-0.466811387,0.640634828,NA,Hsp90 protein,Heat shock protein
TRINITY_DN104889_c0_g1,1.592832418,-4.372042801,4.056413088,-1.077810052,0.281118533,NA,Universal stress protein family,Stress
TRINITY_DN104923_c0_g1,2.497351305,4.548666751,4.067360938,1.118333686,0.263424505,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1049440_c0_g1,9.976647922,3.579898772,3.133412878,1.142491881,0.253249619,NA,Hsp70 protein,Heat shock protein
TRINITY_DN104952_c0_g1,0.768415786,2.851381911,4.843184539,0.588741124,0.556034946,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN104952_c0_g3,5.747992913,-3.777007447,3.288587327,-1.148519736,0.250754071,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1049571_c0_g1,1.63099286,0.54834333,4.00832411,0.136801146,0.891187978,NA,Hsp90 protein,Heat shock protein
TRINITY_DN104963_c0_g1,0.768415786,2.851381911,4.843184539,0.588741124,0.556034946,NA,Universal stress protein family,Stress
TRINITY_DN104985_c0_g1,6.830445264,2.128500602,3.185076749,0.66827294,0.503959383,NA,Hsp90 protein,Heat shock protein
TRINITY_DN104994_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN1049950_c0_g1,0.755658489,-3.318136177,4.867547672,-0.681685399,0.495437902,NA,Hsp90 protein,Heat shock protein
TRINITY_DN105022_c0_g1,3.577035001,-1.253788226,2.724450685,-0.46019854,0.645373719,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1050344_c0_g1,13.74127557,7.00526319,3.46457583,2.021968499,0.043179606,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1050406_c0_g1,0.384207893,1.856640133,4.900485947,0.378868576,0.70478546,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN105060_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10509_c0_g1,7.704604143,1.866971863,2.743586462,0.680485885,0.496196856,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1051464_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN105229_c1_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN105229_c2_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN105244_c0_g1,49.34572472,-1.184079635,2.726597687,-0.434270021,0.664092371,0.87660193,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1053821_c0_g1,9.23180032,3.887741573,2.964773958,1.311311293,0.189752615,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1054122_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1054260_c0_g1,0,NA,NA,NA,NA,NA,Stress up-regulated Nod 19,Stress
TRINITY_DN1054274_c0_g1,4.730603067,5.465797734,3.719274509,1.469587072,0.141673624,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1054695_c0_g1,0.921143086,-0.298518213,4.291051475,-0.069567614,0.944537815,NA,Hsp90 protein,Heat shock protein
TRINITY_DN10547_c0_g1,18.63081483,-0.424054068,2.298006827,-0.184531248,0.853596716,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN105516_c0_g1,1.3663494,-2.525147916,3.8741059,-0.651801469,0.514529254,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1055240_c0_g1,0,NA,NA,NA,NA,NA,13-beta-glucan synthase component,13-beta-glucan synthase
TRINITY_DN105549_c0_g1,5.777684737,-2.264314351,2.595794749,-0.872300998,0.383044193,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1055562_c0_g1,0.768415786,2.851381911,4.843184539,0.588741124,0.556034946,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1055695_c0_g1,0.225266813,1.043749898,4.983960525,0.209421783,0.83411899,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN105581_c0_g1,8.816015711,-6.850646213,3.501245129,-1.956631416,0.050390819,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1055976_c0_g1,6.723638128,5.976156763,3.589482557,1.664907593,0.095931193,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN105659_c0_g1,4.753627333,3.812824437,3.452890844,1.104241231,0.269488508,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN105659_c0_g2,4.066615539,0.395275956,3.004712532,0.131552004,0.89533865,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN105714_c0_g1,12.31580264,-5.804458712,3.236516237,-1.79342796,0.07290452,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN105714_c0_g2,13.80050027,-4.912539623,3.102727661,-1.583297073,0.11335377,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1057400_c0_g1,0,NA,NA,NA,NA,NA,13-beta-glucan synthase component,13-beta-glucan synthase
TRINITY_DN105788_c0_g1,103.8480007,22.66441406,3.431542282,6.604731108,3.98239503102668e-11,2.13221466780187e-09,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN105789_c0_g1,1.344727626,3.656548957,4.661782548,0.784367121,0.432824725,NA,Hsp70 protein,Heat shock protein
TRINITY_DN105789_c0_g2,7.402089263,1.024127157,2.458979581,0.416484612,0.677055425,NA,Hsp70 protein,Heat shock protein
